id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
586,金班鴴,太平洋金斑鴴,Pluvialis fulva,species,,名錄對照_大肚溪.xlsx(20171147),B0186,191,nonbreeding
587,朱頸斑鳩(珠頸鳩、斑鳩),珠頸斑鳩,Streptopelia chinensis,species,,名錄對照_大肚溪.xlsx(20171148),B0273,312,breed
588,一群鷸,鷸科,Scolopacidae,family,,名錄對照_大肚溪.xlsx(20171149),NA,205,NA
589,"黃鶺鴒

灰鶺鴒",鶺鴒科,Motacillidae,family,,名錄對照_大肚溪.xlsx(20171150),NA,675,NA
590,大雁,雁屬,Anser sp.,genus,,名錄對照_大肚溪.xlsx(20171151),NA,769,NA
591,一群鴨,雁鴨科,Anatidae,family,,名錄對照_大肚溪.xlsx(20171153),NA,1,NA
592,一群鷸鴴,鴴形目,Charadriiformes sp.,order,,名錄對照_大肚溪.xlsx(20171154),NA,746,NA
593,藍歌鴝,藍歌鴝,Larvivora cyane,species,,名錄對照_大肚溪.xlsx(20171155),B0416,600,nonbreeding
594,諾氏鷸,諾氏鷸,Tringa guttifer,species,,名錄對照_大肚溪.xlsx(20171156),B0220,213,nonbreeding
595,泰八哥,大八哥(叢八哥),Acridotheres grandis,species,,名錄對照_大肚溪.xlsx(20171157),B0600,780,introduced
596,歐洲八哥,歐洲椋鳥,Sturnus vulgaris,species,,名錄對照_大肚溪.xlsx(20171158),B0490,652,nonbreeding
597,白喉海燕,海燕科,Hydrobatidae,family,,名錄對照_大肚溪.xlsx(20171159),NA,77,NA
598,黑眼線白鶺鴒,白鶺鴒,Motacilla alba,species,,名錄對照_大肚溪.xlsx(20171160),B0468,681,breed
599,柚黑椋鳥,八哥屬(黑八哥類),Acridotheres sp. (black myna sp.),genus,,名錄對照_大肚溪.xlsx(20171161),NA,756,NA
600,大捲尾,大卷尾,Dicrurus macrocercus,species,,名錄對照_大肚溪.xlsx(20171162),B0335,419,breed
601,粉紅鹦嘴,粉紅鸚嘴,Sinosuthora webbiana,species,,名錄對照_大肚溪.xlsx(20171163),B0353,552,breed
602,眼鏡八哥,家八哥,Acridotheres tristis,species,,名錄對照_大肚溪.xlsx(20171164),B0482,661,introduced
603,翡翠,翠鳥,Alcedo atthis,species,,名錄對照_大肚溪.xlsx(20171165),B0307,362,breed
604,諾氏鷸(諾氏青足鷸),諾氏鷸,Tringa guttifer,species,,名錄對照_大肚溪.xlsx(20171166),B0220,213,nonbreeding
605,翠鳥(魚狗、翡翠),翠鳥,Alcedo atthis,species,,名錄對照_大肚溪.xlsx(20171167),B0307,362,breed
606,鮮卑鷸(東方寬嘴鷸),寬嘴鷸,Calidris falcinellus,species,,名錄對照_大肚溪.xlsx(20171168),B0205,228,nonbreeding
607,鹰斑鷸,鷹斑鷸,Tringa glareola,species,,名錄對照_大肚溪.xlsx(20171169),B0219,216,nonbreeding
608,粉紅鶯嘴,粉紅鸚嘴,Sinosuthora webbiana,species,,名錄對照_大肚溪.xlsx(20171170),B0353,552,breed
609,赤腹鹰,赤腹鷹,Accipiter soloensis,species,,名錄對照_大肚溪.xlsx(20171171),B0112,149,nonbreeding
610,小椋鳥,小椋鳥,Agropsar philippensis,species,,名錄對照_大肚溪.xlsx(20171172),B0486,655,nonbreeding
611,過眼線灰背白鶺鴒,白鶺鴒,Motacilla alba,species,,,B0468,681,breed
612,藍鵲,臺灣藍鵲,Urocissa caerulea,species,,,B0351,431,breed
613,黃鶺鴒複合種,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,,,B0471,819,nonbreeding
614,東方白鸛,東方白鸛,Ciconia boyciana,species,,,NA,87,nonbreeding
615,烏鶲,烏鶲,Muscicapa sibirica,species,,,NA,580,nonbreeding
616,黑鸛,黑鸛,Ciconia nigra,species,,,NA,86,nonbreeding
617,長耳鴞,長耳鴞,Asio otus,species,,,NA,348,nonbreeding
618,白腹琉璃,白腹琉璃,Cyanoptila cyanomelana,species,,,NA,592,nonbreeding
619,黑頭白䴉,黑頭白䴉,Threskiornis melanocephalus,species,,,NA,127,nonbreeding
620,戴菊鳥,戴菊鳥,Regulus regulus,species,,,NA,484,nonbreeding
621,穴鳥,穴鳥,Bulweria bulwerii,species,,,NA,70,nonbreeding
622,日本歌鴝,日本歌鴝,Larvivora akahige,species,,,NA,598,nonbreeding
623,紅胸秋沙,紅胸秋沙,Mergus serrator,species,,,NA,41,nonbreeding
624,紅尾鶇,紅尾鶇,Turdus naumanni,species,,,NA,648,nonbreeding
625,麻鷺,麻鷺,Gorsachius goisagi,species,,,NA,122,nonbreeding
626,唐秋沙,唐秋沙,Mergus squamatus,species,,,NA,42,nonbreeding
627,秋小鷺,秋小鷺,Ixobrychus eurhythmus,species,,,NA,104,nonbreeding
628,白斑軍艦鳥,白斑軍艦鳥,Fregata ariel,species,,,NA,90,nonbreeding
629,黃頸黑鷺,黃頸黑鷺,Ixobrychus flavicollis,species,,,NA,106,nonbreeding
630,花澤鵟,花澤鵟,Circus melanoleucos,species,,,NA,147,nonbreeding
631,毛足鵟,毛足鵟,Buteo lagopus,species,,,NA,158,nonbreeding
632,短尾信天翁,短尾信天翁,Phoebastria albatrus,species,,,NA,66,nonbreeding
633,雙眉葦鶯,雙眉葦鶯,Acrocephalus bistrigiceps,species,,,NA,527,nonbreeding
634,林三趾鶉,林三趾鶉,Turnix sylvaticus,species,,,NA,254,breed
635,黃魚鴞,黃魚鴞,Ketupa flavipes,species,,,NA,343,breed
636,金/赤腰燕,金/赤腰燕,Cecropis daurica/striolata,speciesComplex,,,NA,797,breed
637,青頭潛鴨,青頭潛鴨,Aythya baeri,species,,,NA,33,nonbreeding
638,東方角鴞,東方角鴞,Otus sunia,species,,,NA,342,nonbreeding
639,花鵰,花鵰,Clanga clanga,species,,,NA,141,nonbreeding
640,大地鷸,大地鷸,Gallinago hardwickii,species,,,NA,245,nonbreeding
641,羅文鴨,羅文鴨,Mareca falcata,species,,,NA,18,nonbreeding
642,樹鴨,樹鴨,Dendrocygna javanica,species,,,NA,2,nonbreeding
643,草鴞,草鴞,Tyto longimembris,species,,,NA,337,breed
644,黑叉尾海燕,黑叉尾海燕,Oceanodroma monorhis,species,,,NA,79,nonbreeding
645,白肩鵰,白肩鵰,Aquila heliaca,species,,,NA,142,nonbreeding
646,長嘴半蹼鷸,長嘴半蹼鷸,Limnodromus scolopaceus,species,,,NA,242,nonbreeding
647,庫頁島柳鶯,庫頁島柳鶯,Phylloscopus borealoides,species,,,NA,514,nonbreeding
648,虎斑地鶇,白氏/虎斑地鶇,Zoothera aurea/dauma,speciesComplex,,,B0408,788,nonbreeding
649,栗鳶,栗鳶,Haliastur indus,species,,,NA,155,nonbreeding
650,斑椋鳥,斑椋鳥,Gracupica contra,species,,,NA,812,introduced
651,北椋鳥,北椋鳥,Agropsar sturninus,species,,,NA,654,nonbreeding
652,飯島柳鶯,飯島柳鶯,Phylloscopus ijimae,species,,,NA,516,nonbreeding
653,黑喉潛鳥,黑喉潛鳥,Gavia arctica,species,,,NA,54,nonbreeding
654,茅斑蝗鶯,矛斑蝗鶯,Locustella lanceolata,species,,,NA,539,nonbreeding
655,北蝗鶯,北蝗鶯,Locustella ochotensis,species,,,NA,537,nonbreeding
656,紅喉潛鳥,紅喉潛鳥,Gavia stellata,species,,,NA,53,nonbreeding
657,白腹鰹鳥,白腹鰹鳥,Sula leucogaster,species,,,NA,93,nonbreeding
658,冠鸊鷉,冠鸊鷉,Podiceps cristatus,species,,,NA,61,nonbreeding
659,朱連雀,朱連雀,Bombycilla japonica,species,,,NA,695,nonbreeding
660,紅尾熱帶鳥,紅尾熱帶鳥,Phaethon rubricauda,species,,,NA,84,nonbreeding
661,長尾水薙鳥,長尾水薙鳥,Ardenna pacifica,species,,,NA,74,nonbreeding
662,長尾水薙,長尾水薙鳥,Ardenna pacifica,species,,,NA,74,nonbreeding
663,灰雁,灰雁,Anser anser,species,,,NA,8,nonbreeding
664,大水薙鳥,大水薙鳥,Calonectris leucomelas,species,,,NA,72,nonbreeding
665,大水薙,大水薙鳥,Calonectris leucomelas,species,,,NA,72,nonbreeding
666,斑臉海蕃鴨,斑臉海蕃鴨,Melanitta fusca stejnegeri,species,,,NA,813,nonbreeding
667,白眉燕鷗,白眉燕鷗,Onychoprion anaethetus,species,,,NA,290,breed
668,烏領燕鷗,烏領燕鷗,Onychoprion fuscatus,species,,,NA,289,breed
669,紅喉鶲,紅喉鶲,Ficedula albicilla,species,,,NA,617,nonbreeding
670,丹氏鸕鷀,丹氏鸕鷀,Phalacrocorax capillatus,species,,,NA,98,nonbreeding
671,小加拿大雁,小加拿大雁,Branta hutchinsii ,species,,,NA,782,nonbreeding
672,海鸕鷀,海鸕鷀,Phalacrocorax pelagicus,species,,,NA,96,nonbreeding
673,小綠鳩,小綠鳩,Ptilinopus leclancheri,species,,,NA,320,breed
674,小勺鷸,小杓鷸,Numenius minutus,species,,墾丁新年數鳥NYBC,B0212,218,nonbreeding
675,小嘴烏鴉,小嘴烏鴉,Corvus corone,species,,墾丁新年數鳥NYBC,NA,438,nonbreeding
676,小嘴鴉,小嘴烏鴉,Corvus corone,species,,墾丁新年數鳥NYBC,NA,438,nonbreeding
677,寒林豆雁,寒林豆雁,Anser fabalis,species,,,NA,4,nonbreeding
678,凍原豆雁,凍原豆雁,Anser serrirostris,species,,,NA,5,nonbreeding
679,白額雁,白額雁,Anser albifrons,species,,,NA,6,nonbreeding
680,小白額雁,小白額雁,Anser erythropus,species,,,NA,7,nonbreeding
681,黑雁,黑雁,Branta bernicla,species,,,NA,9,nonbreeding
682,疣鼻天鵝,疣鼻天鵝,Cygnus olor,species,,,NA,10,nonbreeding
683,小天鵝,小天鵝,Cygnus columbianus,species,,,NA,11,nonbreeding
684,黃嘴天鵝,黃嘴天鵝,Cygnus cygnus,species,,,NA,12,nonbreeding
685,瀆鳧,瀆鳧,Tadorna ferruginea,species,,,NA,13,nonbreeding
686,棉鴨,棉鴨,Nettapus coromandelianus,species,,,NA,15,nonbreeding
687,葡萄胸鴨,葡萄胸鴨,Mareca americana,species,,,NA,20,nonbreeding
688,呂宋鴨,呂宋鴨,Anas luzonica,species,,,NA,23,nonbreeding
689,赤嘴潛鴨,赤嘴潛鴨,Netta rufina,species,,,NA,29,nonbreeding
690,帆背潛鴨,帆背潛鴨,Aythya valisineria,species,,,NA,30,nonbreeding
691,白眼潛鴨,白眼潛鴨,Aythya nyroca,species,,,NA,32,nonbreeding
692,小斑背潛鴨,小斑背潛鴨,Aythya affinis,species,,,NA,36,nonbreeding
693,長尾鴨,長尾鴨,Clangula hyemalis,species,,,NA,37,nonbreeding
694,鵲鴨,鵲鴨,Bucephala clangula,species,,,NA,38,nonbreeding
695,白秋沙,白秋沙,Mergellus albellus,species,,,NA,39,nonbreeding
696,川秋沙,川秋沙,Mergus merganser,species,,,NA,40,nonbreeding
697,雉科,雉科,Phasianidae,family,,,NA,43,NA
698,潛鳥科,潛鳥科,Gaviidae,family,,,NA,52,NA
699,太平洋潛鳥,太平洋潛鳥,Gavia pacifica,species,,,NA,55,nonbreeding
700,白嘴潛鳥,白嘴潛鳥,Gavia adamsii,species,,,NA,56,nonbreeding
701,鸊鷉科,鸊鷉科,Podicipedidae,family,,,NA,57,NA
702,角鸊鷉,角鸊鷉,Podiceps auritus,species,,,NA,59,nonbreeding
703,赤頸鸊鷉,赤頸鸊鷉,Podiceps grisegena,species,,,NA,60,nonbreeding
704,信天翁科,信天翁科,Diomedeidae,family,,,NA,63,NA
705,黑背信天翁,黑背信天翁,Phoebastria immutabilis,species,,,NA,64,nonbreeding
706,黑腳信天翁,黑腳信天翁,Phoebastria nigripes,species,,,NA,65,nonbreeding
707,鸌科,鸌科,Procellariidae,family,,,NA,67,NA
708,暴風鸌,暴風鸌,Fulmarus glacialis,species,,,NA,68,nonbreeding
709,白腹穴鳥,白腹穴鳥,Pterodroma hypoleuca,species,,,NA,69,nonbreeding
710,黑背白腹穴鳥,黑背白腹穴鳥,Pseudobulweria rostrata,species,,,NA,71,nonbreeding
711,肉足水薙鳥,肉足水薙鳥,Ardenna carneipes,species,,,NA,73,nonbreeding
712,灰水薙鳥,灰水薙鳥,Ardenna grisea,species,,,NA,75,nonbreeding
713,短尾水薙鳥,短尾水薙鳥,Ardenna tenuirostris,species,,,NA,76,nonbreeding
714,白腰叉尾海燕,白腰叉尾海燕,Oceanodroma leucorhoa,species,,,NA,78,nonbreeding
715,褐翅叉尾海燕,褐翅叉尾海燕,Oceanodroma tristrami,species,,,NA,80,nonbreeding
716,熱帶鳥科,熱帶鳥科,Phaethontidae,family,,,NA,81,NA
717,紅嘴熱帶鳥,紅嘴熱帶鳥,Phaethon aethereus,species,,,NA,83,nonbreeding
718,鸛科,鸛科,Ciconiidae,family,,,NA,85,NA
719,軍艦鳥科,軍艦鳥科,Fregatidae,family,,,NA,88,NA
720,軍艦鳥,軍艦鳥,Fregata minor,species,,,NA,89,nonbreeding
721,鰹鳥科,鰹鳥科,Sulidae,family,,,NA,91,NA
722,藍臉鰹鳥,藍臉鰹鳥,Sula dactylatra,species,,,NA,92,nonbreeding
723,紅腳鰹鳥,紅腳鰹鳥,Sula sula,species,,,NA,94,nonbreeding
724,鸕鷀科,鸕鷀科,Phalacrocoracidae,family,,,NA,95,NA
725,鵜鶘科,鵜鶘科,Pelecanidae,family,,,NA,99,NA
726,白臉鷺,白臉鷺,Egretta novaehollandiae,species,,,NA,111,nonbreeding
727,白頸黑鷺,白頸黑鷺,Egretta picata,species,,,NA,115,nonbreeding
728,爪哇池鷺,爪哇池鷺,Ardeola speciosa,species,,,NA,118,nonbreeding
729,棕夜鷺,棕夜鷺,Nycticorax caledonicus,species,,,NA,121,nonbreeding
730,䴉科,䴉科,Threskiornithidae,family,,,NA,124,NA
731,朱鷺,朱鷺,Nipponia nippon,species,,,NA,128,nonbreeding
732,鶚科,鶚科,Pandionidae,family,,,NA,131,NA
733,黑冠鵑隼,黑冠鵑隼,Aviceda leuphotes,species,,,NA,136,nonbreeding
734,禿鷲,禿鷲,Aegypius monachus,species,,,NA,137,nonbreeding
735,白腹鵰,白腹鵰,Aquila fasciata,species,,,NA,143,nonbreeding
736,白尾海鵰,白尾海鵰,Haliaeetus albicilla,species,,,NA,157,nonbreeding
737,大鵟,大鵟,Buteo hemilasius,species,,,NA,160,nonbreeding
738,紅腳秧雞,紅腳秧雞,Rallina fasciata,species,,,NA,162,nonbreeding
739,白眉秧雞,白眉秧雞,Amaurornis cinerea,species,,,NA,167,nonbreeding
740,斑胸秧雞,斑胸秧雞,Porzana porzana,species,,,NA,168,nonbreeding
741,斑脇秧雞,斑脇秧雞,Zapornia paykullii,species,,,NA,170,nonbreeding
742,紅腳苦惡鳥,紅腳苦惡鳥,Zapornia akool,species,,,NA,171,nonbreeding
743,紫水雞,灰頭紫水雞,Porphyrio poliocephalus,species,,,NA,174,nonbreeding
744,鶴科,鶴科,Gruidae,family,,,NA,177,NA
745,簑羽鶴,簑羽鶴,Anthropoides virgo,species,,,NA,178,nonbreeding
746,白鶴,白鶴,Leucogeranus leucogeranus,species,,,NA,179,nonbreeding
747,白枕鶴,白枕鶴,Antigone vipio,species,,,NA,180,nonbreeding
748,灰鶴,灰鶴,Grus grus,species,,,NA,181,nonbreeding
749,白頭鶴,白頭鶴,Grus monacha,species,,,NA,182,nonbreeding
750,丹頂鶴,丹頂鶴,Grus japonensis,species,,,NA,183,nonbreeding
751,長腳鷸科,長腳鷸科,Recurvirostridae,family,,,NA,184,NA
752,蠣鷸科,蠣鷸科,Haematopodidae,family,,,NA,187,NA
753,蠣鴴,蠣鴴,Haematopus ostralegus,species,,,NA,188,nonbreeding
754,劍鴴,劍鴴,Charadrius placidus,species,,,NA,198,nonbreeding
755,彩鷸科,彩鷸科,Rostratulidae,family,,,NA,201,NA
756,水雉科,水雉科,Jacanidae,family,,,NA,203,NA
757,美洲黃足鷸,美洲黃足鷸,Tringa incana,species,,,NA,210,nonbreeding
758,小黃腳鷸,小黃腳鷸,Tringa flavipes,species,,,NA,214,nonbreeding
759,高蹺濱鷸,高蹺濱鷸,Calidris himantopus,species,,,NA,230,nonbreeding
760,琵嘴鷸,琵嘴鷸,Calidris pygmaea,species,,,NA,234,nonbreeding
761,黃胸鷸,黃胸鷸,Calidris subruficollis,species,,,NA,239,nonbreeding
762,美洲尖尾濱鷸,美洲尖尾濱鷸,Calidris melanotos,species,,,NA,240,nonbreeding
763,西濱鷸,西濱鷸,Calidris mauri,species,,,NA,241,nonbreeding
764,三趾鶉科,三趾鶉科,Turnicidae,family,,,NA,253,NA
765,黃腳三趾鶉,黃腳三趾鶉,Turnix tanki,species,,,NA,255,nonbreeding
766,燕鴴科,燕鴴科,Glareolidae,family,,,NA,257,NA
767,賊鷗科,賊鷗科,Stercorariidae,family,,,NA,259,NA
768,灰賊鷗,灰賊鷗,Stercorarius maccormicki,species,,,NA,260,nonbreeding
769,中賊鷗,中賊鷗,Stercorarius pomarinus,species,,,NA,261,nonbreeding
770,短尾賊鷗,短尾賊鷗,Stercorarius parasiticus,species,,,NA,262,nonbreeding
771,長尾賊鷗,長尾賊鷗,Stercorarius longicaudus,species,,,NA,263,nonbreeding
772,海雀科,海雀科,Alcidae,family,,,NA,264,NA
773,崖海鴉,崖海鴉,Uria aalge,species,,,NA,265,nonbreeding
774,扁嘴海雀,扁嘴海雀,Synthliboramphus antiquus,species,,,NA,266,nonbreeding
775,冠海雀,冠海雀,Synthliboramphus wumizusume,species,,,NA,267,nonbreeding
776,鷗科,鷗科,Laridae,family,,,NA,268,NA
777,三趾鷗,三趾鷗,Rissa tridactyla,species,,,NA,269,nonbreeding
778,叉尾鷗,叉尾鷗,Xema sabini,species,,,NA,270,nonbreeding
779,細嘴鷗,細嘴鷗,Chroicocephalus genei,species,,,NA,272,nonbreeding
780,澳洲紅嘴鷗,紐澳紅嘴鷗,Chroicocephalus novaehollandiae,species,,,NA,273,nonbreeding
781,棕頭鷗,棕頭鷗,Chroicocephalus brunnicephalus,species,,,NA,275,nonbreeding
782,小鷗,小鷗,Hydrocoloeus minutus,species,,,NA,276,nonbreeding
783,笑鷗,笑鷗,Leucophaeus atricilla,species,,,NA,277,nonbreeding
784,弗氏鷗,弗氏鷗,Leucophaeus pipixcan,species,,,NA,278,nonbreeding
785,遺鷗,遺鷗,Ichthyaetus relictus,species,,,NA,279,nonbreeding
786,漁鷗,漁鷗,Ichthyaetus ichthyaetus,species,,,NA,280,nonbreeding
787,北極鷗,北極鷗,Larus hyperboreus,species,,,NA,286,nonbreeding
788,大鷗類,大鷗類,Larus sp.,genus,,,NA,757,NA
789,玄燕鷗,玄燕鷗,Anous stolidus,species,,,NA,287,breed
790,黑玄燕鷗,黑玄燕鷗,Anous minutus,species,,,NA,288,nonbreeding
791,白腰燕鷗,白腰燕鷗,Onychoprion aleuticus,species,,,NA,291,nonbreeding
792,黑浮鷗,黑浮鷗,Chlidonias niger,species,,,NA,295,nonbreeding
793,白嘴端燕鷗,白嘴端燕鷗,Thalasseus sandvicensis,species,,,NA,302,nonbreeding
794,小鳳頭燕鷗,小鳳頭燕鷗,Thalasseus bengalensis,species,,,NA,303,nonbreeding
795,黑嘴端鳳頭燕鷗,黑嘴端鳳頭燕鷗,Thalasseus bernsteini,species,,,NA,304,breed
796,黑林鴿,黑林鴿,Columba janthina,species,,,NA,308,nonbreeding
797,灰斑鳩,灰斑鳩,Streptopelia decaocto,species,,,NA,310,introduced
798,斑尾鵑鳩,斑尾鵑鳩,Macropygia unchall,species,,,NA,313,nonbreeding
799,橙胸綠鳩,橙胸綠鳩,Treron bicinctus,species,,,NA,316,nonbreeding
800,厚嘴綠鳩,厚嘴綠鳩,Treron curvirostra,species,,,NA,317,nonbreeding
801,杜鵑科,杜鵑科,Cuculidae,family,,,NA,321,NA
802,褐翅鴉鵑,褐翅鴉鵑,Centropus sinensis,species,,,NA,322,nonbreeding
803,冠郭公,冠郭公,Clamator coromandus,species,,,NA,325,nonbreeding
804,斑翅鳳頭鵑,斑翅鳳頭鵑,Clamator jacobinus,species,,,NA,326,nonbreeding
805,八聲杜鵑,八聲杜鵑,Cacomantis merulinus,species,,,NA,327,nonbreeding
806,烏鵑,烏鵑,Surniculus dicruroides,species,,,NA,804,nonbreeding
807,北方鷹鵑,北方鷹鵑,Hierococcyx hyperythrus,species,,,NA,330,nonbreeding
808,棕腹鷹鵑,棕腹鷹鵑,Hierococcyx nisicolor,species,,,NA,331,nonbreeding
809,草鴞科,草鴞科,Tytonidae,family,,,NA,336,NA
810,鴟鴞科,鴟鴞科,Strigidae,family,,,NA,338,NA
811,縱紋腹小鴞,縱紋腹小鴞,Athene noctua,species,,,NA,345,nonbreeding
812,夜鷹科,夜鷹科,Caprimulgidae,family,,,NA,351,NA
813,普通夜鷹,普通夜鷹,Caprimulgus jotaka,species,,,NA,352,nonbreeding
814,紫針尾雨燕,紫針尾雨燕,Hirundapus celebensis,species,,,NA,357,nonbreeding
815,短嘴金絲燕,短嘴金絲燕,Aerodramus brevirostris,species,,,NA,358,nonbreeding
816,三趾翠鳥,黑背三趾翠鳥,Ceyx erithaca,species,,,NA,363,nonbreeding
817,蒼翡翠,蒼翡翠,Halcyon smyrnensis,species,,,NA,365,nonbreeding
818,白領翡翠,白領翡翠,Todiramphus chloris,species,,,NA,367,nonbreeding
819,斑翡翠,斑翡翠,Ceryle rudis,species,,,NA,368,nonbreeding
820,蜂虎科,蜂虎科,Meropidae,family,,,NA,369,NA
821,藍喉蜂虎,藍喉蜂虎,Merops viridis,species,,,NA,370,nonbreeding
822,栗喉蜂虎,栗喉蜂虎,Merops philippinus,species,,,NA,371,nonbreeding
823,彩虹蜂虎,彩虹蜂虎,Merops ornatus,species,,,NA,372,nonbreeding
824,佛法僧科,佛法僧科,Coraciidae,family,,,NA,374,NA
825,戴勝科,戴勝科,Upupidae,family,,,NA,376,NA
826,鬚鴷科,鬚鴷科,Megalaimidae,family,,,NA,378,NA
827,地啄木,地啄木,Jynx torquilla,species,,,NA,381,nonbreeding
828,紅腳隼,紅腳隼,Falco amurensis,species,,,NA,387,nonbreeding
829,灰背隼,灰背隼,Falco columbarius,species,,,NA,388,nonbreeding
830,燕隼,燕隼,Falco subbuteo,species,,,NA,389,nonbreeding
831,八色鳥科,八色鳥科,Pittidae,family,,,NA,391,NA
832,藍翅八色鳥,藍翅八色鳥,Pitta moluccensis,species,,,NA,392,nonbreeding
833,綠胸八色鳥,綠胸八色鳥,Pitta sordida,species,,,NA,394,nonbreeding
834,山椒鳥科,山椒鳥科,Campephagidae,family,,,NA,395,NA
835,長尾山椒鳥,長尾山椒鳥,Pericrocotus ethologus,species,,,NA,397,nonbreeding
836,琉球山椒鳥,琉球山椒鳥,Pericrocotus tegimae,species,,,NA,398,nonbreeding
837,小灰山椒鳥,小灰山椒鳥,Pericrocotus cantonensis,species,,,NA,400,nonbreeding
838,粉紅山椒鳥,粉紅山椒鳥,Pericrocotus roseus,species,,,NA,401,nonbreeding
839,黑原鵑鵙,黑原鵑鵙,Lalage nigra,species,,,NA,403,nonbreeding
840,虎紋伯勞,虎紋伯勞,Lanius tigrinus,species,,,NA,406,nonbreeding
841,紅背伯勞,紅背伯勞,Lanius collurio,species,,,NA,408,nonbreeding
842,栗背伯勞,栗背伯勞,Lanius collurioides,species,,,NA,410,nonbreeding
843,綠鵙科,綠鵙科,Vireonidae,family,,,NA,413,NA
844,黃鸝科,黃鸝科,Oriolidae,family,,,NA,415,NA
845,鴉嘴卷尾,鴉嘴卷尾,Dicrurus annectens,species,,,NA,421,nonbreeding
846,髮冠卷尾,髮冠卷尾,Dicrurus hottentottus,species,,,NA,423,nonbreeding
847,王鶲科,王鶲科,Monarchidae,family,,,NA,424,NA
848,阿穆爾綬帶,阿穆爾綬帶,Terpsiphone incei,species,,,NA,427,nonbreeding
849,東方寒鴉,東方寒鴉,Corvus dauuricus,species,,,NA,435,nonbreeding
850,家烏鴉,家烏鴉,Corvus splendens,species,,,NA,436,nonbreeding
851,禿鼻鴉,禿鼻鴉,Corvus frugilegus,species,,,NA,437,nonbreeding
852,玉頸鴉,玉頸鴉,Corvus pectoralis,species,,,NA,440,breedKM
853,賽氏短趾百靈,賽氏短趾百靈,Calandrella dukhunensis,species,,,NA,442,nonbreeding
854,亞洲短趾百靈,亞洲短趾百靈,Alaudala cheleensis,species,,,NA,443,nonbreeding
855,白腹毛腳燕,白腹毛腳燕,Delichon urbicum,species,,,NA,453,nonbreeding
856,細嘴鶲科,細嘴鶲科,Stenostiridae,family,,,NA,455,NA
857,方尾鶲,方尾鶲,Culicicapa ceylonensis,species,,,NA,456,nonbreeding
858,山雀科,山雀科,Paridae,family,,,NA,457,NA
859,黃腹山雀,黃腹山雀,Periparus venustulus,species,,,NA,459,nonbreeding
860,雜色山雀,雜色山雀,Sittiparus varius,species,,,NA,460,nonbreeding
861,白頰山雀,白頰山雀,Parus minor,species,,,NA,462,nonbreeding
862,攀雀科,攀雀科,Remizidae,family,,,NA,465,NA
863,攀雀,攀雀,Remiz consobrinus,species,,,NA,466,nonbreeding
864,長尾山雀科,長尾山雀科,Aegithalidae,family,,,NA,467,NA
865,鳾科,鳾科,Sittidae,family,,,NA,469,NA
866,鷦鷯科,鷦鷯科,Troglodytidae,family,,,NA,471,NA
867,河烏科,河烏科,Cinclidae,family,,,NA,473,NA
868,白喉紅臀鵯,白喉紅臀鵯,Pycnonotus aurigaster,species,,,NA,479,nonbreeding
869,栗背短腳鵯,栗背短腳鵯,Hemixos castanonotus,species,,,NA,482,nonbreeding
870,戴菊科,戴菊科,Regulidae,family,,,NA,483,NA
871,鷦眉科,鷦眉科,Pnoepygidae,family,,,NA,486,NA
872,樹鶯科,樹鶯科,Scotocercidae,family,,,NA,488,NA
873,歐亞柳鶯,歐亞柳鶯,Phylloscopus trochilus,species,,,NA,496,nonbreeding
874,嘰喳柳鶯,嘰喳柳鶯,Phylloscopus collybita,species,,,NA,497,nonbreeding
875,林柳鶯,林柳鶯,Phylloscopus sibilatrix,species,,,NA,498,nonbreeding
876,黃腹柳鶯,黃腹柳鶯,Phylloscopus affinis,species,,,NA,500,nonbreeding
877,棕腹柳鶯,棕腹柳鶯,Phylloscopus subaffinis,species,,,NA,501,nonbreeding
878,棕眉柳鶯,棕眉柳鶯,Phylloscopus armandii,species,,,NA,502,nonbreeding
879,巨嘴柳鶯,巨嘴柳鶯,Phylloscopus schwarzi,species,,,NA,503,nonbreeding
880,雲南柳鶯,雲南柳鶯,Phylloscopus yunnanensis,species,,,NA,505,nonbreeding
881,淡眉柳鶯,淡眉柳鶯,Phylloscopus humei,species,,,NA,507,nonbreeding
882,勘察加柳鶯,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,,,NA,822,nonbreeding
883,日本柳鶯,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,,eBird 2018,NA,822,nonbreeding
884,暗綠柳鶯,暗綠柳鶯,Phylloscopus trochiloides,speciesComplex,,eBird 2018,NA,511,nonbreeding
885,雙斑綠柳鶯,雙斑綠柳鶯,Phylloscopus plumbeitarsus,species,,,NA,512,nonbreeding
886,淡腳柳鶯,淡腳柳鶯,Phylloscopus tenellipes,species,,,NA,513,nonbreeding
887,克氏冠紋柳鶯,克氏冠紋柳鶯,Phylloscopus claudiae,species,,,NA,517,nonbreeding
888,哈氏冠紋柳鶯,哈氏冠紋柳鶯,Phylloscopus goodsoni,species,,,NA,518,nonbreeding
889,黑眉柳鶯,黑眉柳鶯,Phylloscopus ricketti,species,,,NA,519,nonbreeding
890,淡尾鶲鶯,淡尾鶲鶯,Phylloscopus soror,species,,,NA,520,nonbreeding
